posted_date,raw_date,amount,amount_minor,direction,section,description,description_raw,statement_start,statement_end,account_last4,source_file,raw_lines_json
2024-02-13,02/13/24,233.00,23300,credit,deposits,Zelle payment from ANDREW RAMOS Conf# 01VV9LCMV,02/13/24 Zelle payment from ANDREW RAMOS Conf# 01VV9LCMV,"January 19, 2024","February 15, 2024",2061,eStmt_2024-02-15.pdf,"[""02/13/24 Zelle payment from  ANDREW RAMOS Conf# 01VV9LCMV 233.00""]"
2024-02-13,02/13/24,500.00,50000,credit,deposits,BOFA FIN CTR 02/13 #000005695 DEPOSIT 3841 Bayshore Rd North Cape Ma NJ,02/13/24 BOFA FIN CTR 02/13 #000005695 DEPOSIT 3841 Bayshore Rd North Cape Ma NJ,"January 19, 2024","February 15, 2024",2061,eStmt_2024-02-15.pdf,"[""02/13/24 BOFA FIN CTR    02/13 #000005695 DEPOSIT 3841 Bayshore Rd   North Cape Ma NJ 500.00""]"
2024-02-14,02/14/24,-500.00,-50000,debit,other_subtractions,Online Banking transfer to CHK 3765 Confirmation# 8091874012,02/14/24 Online Banking transfer to CHK 3765 Confirmation# 8091874012,"January 19, 2024","February 15, 2024",2061,eStmt_2024-02-15.pdf,"[""02/14/24 Online Banking transfer to CHK 3765 Confirmation# 8091874012 -500.00""]"
2024-02-15,02/15/24,-14.93,-1493,debit,withdrawals,MOBILE PURCHASE 0214 CHIPOTLE 1256 NEW BRUNSWICKNJ,02/15/24 MOBILE PURCHASE 0214 CHIPOTLE 1256 NEW BRUNSWICKNJ,"January 19, 2024","February 15, 2024",2061,eStmt_2024-02-15.pdf,"[""02/15/24 MOBILE PURCHASE 0214  CHIPOTLE 1256 NEW BRUNSWICKNJ -14.93""]"
2024-02-16,02/16/24,-440.51,-44051,debit,withdrawals,PURCHASE 0213 PAYPAL *PAND9GSA 13957131840,02/16/24 PURCHASE 0213 PAYPAL *PAND9GSA 13957131840,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/16/24 PURCHASE   0213 PAYPAL *PAND9GSA 13957131840 -440.51""]"
2024-02-20,02/20/24,-16.46,-1646,debit,withdrawals,PMNT SENT 0219 APPLE CASH SENT MONEY 1INFINITELOOPCA,02/20/24 PMNT SENT 0219 APPLE CASH SENT MONEY 1INFINITELOOPCA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/20/24 PMNT SENT  0219 APPLE CASH SENT MONEY 1INFINITELOOPCA -16.46""]"
2024-02-20,02/20/24,-13.22,-1322,debit,withdrawals,MOBILE PURCHASE 0218 CHIPOTLE 1256 NEW BRUNSWICKNJ,02/20/24 MOBILE PURCHASE 0218 CHIPOTLE 1256 NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/20/24 MOBILE PURCHASE 0218  CHIPOTLE 1256 NEW BRUNSWICKNJ -13.22""]"
2024-02-20,02/20/24,-10.74,-1074,debit,withdrawals,PURCHASE 0218 LYFT RIDE SUN 11AM 855-865-9553 CA,02/20/24 PURCHASE 0218 LYFT RIDE SUN 11AM 855-865-9553 CA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/20/24 PURCHASE   0218 LYFT   RIDE SUN 11AM 855-865-9553 CA -10.74""]"
2024-02-20,02/20/24,10.00,1000,credit,deposits,Zelle payment from MARYAM NASR Conf# fu0b7u9bb,02/20/24 Zelle payment from MARYAM NASR Conf# fu0b7u9bb,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/20/24 Zelle payment from MARYAM NASR Conf# fu0b7u9bb 10.00""]"
2024-02-20,02/20/24,16.00,1600,credit,deposits,Online Banking transfer from CHK 3765 Confirmation# 7229885411,02/20/24 Online Banking transfer from CHK 3765 Confirmation# 7229885411,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/20/24 Online Banking transfer from CHK 3765 Confirmation# 7229885411 16.00""]"
2024-02-22,02/22/24,-21.27,-2127,debit,withdrawals,"CHECKCARD 0221 AMZN MKTP US*RW5016JU2 SEATTLE WA 24431064052083755505094 continued on the next page MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! February 16, 2024 to March 18, 2024","02/22/24 CHECKCARD 0221 AMZN MKTP US*RW5016JU2 SEATTLE WA 24431064052083755505094 continued on the next page MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! February 16, 2024 to March 18, 2024","February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/22/24 CHECKCARD  0221 AMZN MKTP US*RW5016JU2 SEATTLE      WA 24431064052083755505094 -21.27"", ""continued on the next page"", ""MOUSTAFA MOHAMED NASR   !   Account # 3810 6904 2061   !   February 16, 2024 to March 18, 2024""]"
2024-02-26,02/26/24,-6.38,-638,debit,withdrawals,PURCHASE 0225 SPOTIFY 877-778-1161 NY,02/26/24 PURCHASE 0225 SPOTIFY 877-778-1161 NY,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/26/24 PURCHASE   0225 SPOTIFY 877-778-1161 NY -6.38""]"
2024-02-26,02/26/24,-3.35,-335,debit,withdrawals,MOBILE PURCHASE 0223 R U HUNGRY NEW BRUNSWICKNJ,02/26/24 MOBILE PURCHASE 0223 R U HUNGRY NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/26/24 MOBILE PURCHASE 0223  R U HUNGRY NEW BRUNSWICKNJ -3.35""]"
2024-02-28,02/28/24,-8.41,-841,debit,withdrawals,PURCHASE 0227 APPLE.COM/BILL 866-712-7753 CA,02/28/24 PURCHASE 0227 APPLE.COM/BILL 866-712-7753 CA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/28/24 PURCHASE   0227 APPLE.COM/BILL 866-712-7753 CA -8.41""]"
2024-02-28,02/28/24,38.00,3800,credit,deposits,Zelle payment from ANDREW RAMOS Conf# 01WAIPKCF,02/28/24 Zelle payment from ANDREW RAMOS Conf# 01WAIPKCF,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/28/24 Zelle payment from  ANDREW RAMOS Conf# 01WAIPKCF 38.00""]"
2024-02-29,02/29/24,-3.20,-320,debit,withdrawals,MOBILE PURCHASE 0227 PY *25BURGERS-BULLHORNS NEW BRUNSWICKNJ,02/29/24 MOBILE PURCHASE 0227 PY *25BURGERS-BULLHORNS NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/29/24 MOBILE PURCHASE 0227  PY *25BURGERS-BULLHORNS NEW BRUNSWICKNJ -3.20""]"
2024-02-29,02/29/24,20.00,2000,credit,deposits,Zelle payment from MOHAMED NASR Conf# ijbcb0rsv,02/29/24 Zelle payment from MOHAMED NASR Conf# ijbcb0rsv,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""02/29/24 Zelle payment from MOHAMED NASR Conf# ijbcb0rsv 20.00""]"
2024-03-01,03/01/24,-38.14,-3814,debit,withdrawals,PURCHASE 0228 PAYPAL *PAND9GSA 13957131840,03/01/24 PURCHASE 0228 PAYPAL *PAND9GSA 13957131840,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/01/24 PURCHASE   0228 PAYPAL *PAND9GSA 13957131840 -38.14""]"
2024-03-04,03/04/24,-5.92,-592,debit,withdrawals,MOBILE PURCHASE 0302 GIOVANELLIS - PIZZA NEW BRUNSWICKNJ,03/04/24 MOBILE PURCHASE 0302 GIOVANELLIS - PIZZA NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/04/24 MOBILE PURCHASE 0302  GIOVANELLIS - PIZZA NEW BRUNSWICKNJ -5.92""]"
2024-03-04,03/04/24,-0.41,-41,debit,withdrawals,PMNT SENT 0302 APPLE CASH SENT MONEY 1INFINITELOOPCA,03/04/24 PMNT SENT 0302 APPLE CASH SENT MONEY 1INFINITELOOPCA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/04/24 PMNT SENT  0302 APPLE CASH SENT MONEY 1INFINITELOOPCA -0.41""]"
2024-03-04,03/04/24,14.74,1474,credit,deposits,Transfer VENMO,03/04/24 Transfer VENMO,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/04/24 Transfer VENMO 14.74""]"
2024-03-04,03/04/24,41.11,4111,credit,deposits,Zelle payment from ANDREW RAMOS Conf# 01WFMMFTZ,03/04/24 Zelle payment from ANDREW RAMOS Conf# 01WFMMFTZ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/04/24 Zelle payment from  ANDREW RAMOS Conf# 01WFMMFTZ 41.11""]"
2024-03-05,03/05/24,-22.66,-2266,debit,withdrawals,PURCHASE 0303 PAYPAL *CDKEYS COM 4029357733 CA,03/05/24 PURCHASE 0303 PAYPAL *CDKEYS COM 4029357733 CA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/05/24 PURCHASE   0303 PAYPAL *CDKEYS COM 4029357733   CA -22.66""]"
2024-03-05,03/05/24,-10.00,-1000,debit,withdrawals,PMNT SENT 0304 APPLE CASH SENT MONEY 1INFINITELOOPCA,03/05/24 PMNT SENT 0304 APPLE CASH SENT MONEY 1INFINITELOOPCA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/05/24 PMNT SENT  0304 APPLE CASH SENT MONEY 1INFINITELOOPCA -10.00""]"
2024-03-05,03/05/24,-3.09,-309,debit,withdrawals,PURCHASE 0303 PAYPAL *CDKEYS COM 4029357733 CA,03/05/24 PURCHASE 0303 PAYPAL *CDKEYS COM 4029357733 CA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/05/24 PURCHASE   0303 PAYPAL *CDKEYS COM 4029357733   CA -3.09""]"
2024-03-06,03/06/24,-44.87,-4487,debit,withdrawals,PURCHASE 0304 PAYPAL *PAND9GSA 4029357733,03/06/24 PURCHASE 0304 PAYPAL *PAND9GSA 4029357733,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/06/24 PURCHASE   0304 PAYPAL *PAND9GSA 4029357733 -44.87""]"
2024-03-06,03/06/24,-41.11,-4111,debit,withdrawals,PURCHASE 0304 PAYPAL *PAND9GSA 4029357733,03/06/24 PURCHASE 0304 PAYPAL *PAND9GSA 4029357733,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/06/24 PURCHASE   0304 PAYPAL *PAND9GSA 4029357733 -41.11""]"
2024-03-08,03/08/24,-11.70,-1170,debit,withdrawals,MOBILE PURCHASE 0307 R U HUNGRY NEW BRUNSWICKNJ,03/08/24 MOBILE PURCHASE 0307 R U HUNGRY NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/08/24 MOBILE PURCHASE 0307  R U HUNGRY NEW BRUNSWICKNJ -11.70""]"
2024-03-08,03/08/24,-10.39,-1039,debit,withdrawals,PURCHASE 0305 PAYPAL *TEMU 402-935-7733 MA,03/08/24 PURCHASE 0305 PAYPAL *TEMU 402-935-7733 MA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/08/24 PURCHASE   0305 PAYPAL *TEMU 402-935-7733 MA -10.39""]"
2024-03-08,03/08/24,-9.20,-920,debit,withdrawals,PURCHASE 0305 PAYPAL *TEMU 402-935-7733 MA,03/08/24 PURCHASE 0305 PAYPAL *TEMU 402-935-7733 MA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/08/24 PURCHASE   0305 PAYPAL *TEMU 402-935-7733 MA -9.20""]"
2024-03-11,03/11/24,-13.42,-1342,debit,withdrawals,MOBILE PURCHASE 0310 RITE AID 00407 NEW BRUNSWICKNJ,03/11/24 MOBILE PURCHASE 0310 RITE AID 00407 NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/11/24 MOBILE PURCHASE 0310  RITE AID 00407 NEW BRUNSWICKNJ -13.42""]"
2024-03-11,03/11/24,-11.46,-1146,debit,withdrawals,MOBILE PURCHASE 0308 QDOBA 2798 PISCATAWAY NJ,03/11/24 MOBILE PURCHASE 0308 QDOBA 2798 PISCATAWAY NJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/11/24 MOBILE PURCHASE 0308  QDOBA 2798 PISCATAWAY   NJ -11.46""]"
2024-03-11,03/11/24,-10.00,-1000,debit,withdrawals,PMNT SENT 0310 APPLE CASH SENT MONEY 1INFINITELOOPCA,03/11/24 PMNT SENT 0310 APPLE CASH SENT MONEY 1INFINITELOOPCA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/11/24 PMNT SENT  0310 APPLE CASH SENT MONEY 1INFINITELOOPCA -10.00""]"
2024-03-11,03/11/24,25.55,2555,credit,deposits,Transfer VENMO,03/11/24 Transfer VENMO,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/11/24 Transfer VENMO 25.55""]"
2024-03-13,03/13/24,-12.02,-1202,debit,withdrawals,MOBILE PURCHASE 0312 KRISPY PIZZA NEW BRUNSWICKNJ,03/13/24 MOBILE PURCHASE 0312 KRISPY PIZZA NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/13/24 MOBILE PURCHASE 0312  KRISPY PIZZA NEW BRUNSWICKNJ -12.02""]"
2024-03-13,03/13/24,-11.15,-1115,debit,withdrawals,MOBILE PURCHASE 0312 R U HUNGRY NEW BRUNSWICKNJ,03/13/24 MOBILE PURCHASE 0312 R U HUNGRY NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/13/24 MOBILE PURCHASE 0312  R U HUNGRY NEW BRUNSWICKNJ -11.15""]"
2024-03-13,03/13/24,-6.39,-639,debit,withdrawals,PURCHASE 0312 APPLE.COM/BILL 866-712-7753 CA,03/13/24 PURCHASE 0312 APPLE.COM/BILL 866-712-7753 CA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/13/24 PURCHASE   0312 APPLE.COM/BILL 866-712-7753 CA -6.39""]"
2024-03-13,03/13/24,7.75,775,credit,deposits,APPLE CASH INS 03/13 #000112119 PMNT RCVD APPLE CASH INST X Visa Direct CA,03/13/24 APPLE CASH INS 03/13 #000112119 PMNT RCVD APPLE CASH INST X Visa Direct CA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/13/24 APPLE CASH INS  03/13 #000112119 PMNT RCVD APPLE CASH INST X  Visa Direct   CA 7.75""]"
2024-03-14,03/14/24,-19.12,-1912,debit,withdrawals,MOBILE PURCHASE 0313 KRISPY PIZZA NEW BRUNSWICKNJ,03/14/24 MOBILE PURCHASE 0313 KRISPY PIZZA NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/14/24 MOBILE PURCHASE 0313  KRISPY PIZZA NEW BRUNSWICKNJ -19.12""]"
2024-03-14,03/14/24,351.00,35100,credit,deposits,"IRS TREAS 310 DES: TAX REF ID:XXXXXXXXXX00908 INDN:NASR, MOUSTAFA M CO ID:9111736946 PPD","03/14/24 IRS TREAS 310 DES: TAX REF ID:XXXXXXXXXX00908 INDN:NASR, MOUSTAFA M CO ID:9111736946 PPD","February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/14/24 IRS  TREAS 310   DES:  TAX REF  ID:XXXXXXXXXX00908  INDN:NASR, MOUSTAFA M        CO"", ""ID:9111736946 PPD351.00""]"
2024-03-15,03/15/24,6.39,639,credit,deposits,PURCHASE REFUND 0315 APPLE.COM/BILL 866-712-7753 CA 74692164075108618148848,03/15/24 PURCHASE REFUND 0315 APPLE.COM/BILL 866-712-7753 CA 74692164075108618148848,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/15/24 PURCHASE REFUND 0315  APPLE.COM/BILL 866-712-7753 CA 74692164075108618148848 6.39""]"
2024-03-18,03/18/24,-5320.00,-532000,debit,other_subtractions,Online Banking transfer to CHK 3765 Confirmation# 7673621822,03/18/24 Online Banking transfer to CHK 3765 Confirmation# 7673621822,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 Online Banking transfer to CHK 3765 Confirmation# 7673621822 -5,320.00""]"
2024-03-18,03/18/24,-207.65,-20765,debit,withdrawals,PURCHASE 0316 PAYPAL *PAND9GSA 13957131840,03/18/24 PURCHASE 0316 PAYPAL *PAND9GSA 13957131840,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 PURCHASE   0316 PAYPAL *PAND9GSA 13957131840 -207.65""]"
2024-03-18,03/18/24,-13.00,-1300,debit,withdrawals,PMNT SENT 0315 APPLE CASH SENT MONEY 1INFINITELOOPCA,03/18/24 PMNT SENT 0315 APPLE CASH SENT MONEY 1INFINITELOOPCA,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 PMNT SENT  0315 APPLE CASH SENT MONEY 1INFINITELOOPCA -13.00""]"
2024-03-18,03/18/24,-11.20,-1120,debit,withdrawals,MOBILE PURCHASE 0316 TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ,03/18/24 MOBILE PURCHASE 0316 TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 MOBILE PURCHASE 0316  TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ -11.20""]"
2024-03-18,03/18/24,-3.45,-345,debit,withdrawals,PURCHASE 0315 PAYPAL *PAND9GSA 4029357733,03/18/24 PURCHASE 0315 PAYPAL *PAND9GSA 4029357733,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 PURCHASE   0315 PAYPAL *PAND9GSA 4029357733 -3.45""]"
2024-03-18,03/18/24,104.00,10400,credit,deposits,Zelle payment from ANDREW RAMOS Conf# 01WSUXJHM,03/18/24 Zelle payment from ANDREW RAMOS Conf# 01WSUXJHM,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 Zelle payment from  ANDREW RAMOS Conf# 01WSUXJHM 104.00""]"
2024-03-18,03/18/24,5319.00,531900,credit,deposits,Rutgers The Stat DES:NBS REFUND ID:9762727 INDN:MOUSTAFA NASR CO ID:8470751402 PPD,03/18/24 Rutgers The Stat DES:NBS REFUND ID:9762727 INDN:MOUSTAFA NASR CO ID:8470751402 PPD,"February 16, 2024","March 18, 2024",2061,eStmt_2024-03-18.pdf,"[""03/18/24 Rutgers The Stat DES:NBS REFUND ID:9762727  INDN:MOUSTAFA NASR           CO"", ""ID:8470751402 PPD5,319.00""]"
2024-03-19,03/19/24,116.00,11600,credit,deposits,STATE OF N.J. DES:NJSTTAXRFD ID: XXXXX8783 INDN:NASR MOUSTAFA M CO ID:2216000928 PPD,03/19/24 STATE OF N.J. DES:NJSTTAXRFD ID: XXXXX8783 INDN:NASR MOUSTAFA M CO ID:2216000928 PPD,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/19/24 STATE OF N.J.    DES:NJSTTAXRFD ID: XXXXX8783  INDN:NASR MOUSTAFA M         CO"", ""ID:2216000928 PPD116.00""]"
2024-03-20,03/20/24,-21.31,-2131,debit,withdrawals,CHECKCARD 0319 AMZN MKTP US*RH93750W2 SEATTLE WA 24431064079083309995139,03/20/24 CHECKCARD 0319 AMZN MKTP US*RH93750W2 SEATTLE WA 24431064079083309995139,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/20/24 CHECKCARD  0319 AMZN MKTP US*RH93750W2 SEATTLE      WA 24431064079083309995139 -21.31""]"
2024-03-22,03/22/24,-299.35,-29935,debit,withdrawals,RITE AID 00407 03/22 #000145411 MOBILE PURCHASE RITE AID 00407 NEW BRUNSWICK NJ,03/22/24 RITE AID 00407 03/22 #000145411 MOBILE PURCHASE RITE AID 00407 NEW BRUNSWICK NJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/22/24 RITE AID 00407  03/22 #000145411 MOBILE PURCHASE RITE AID 00407     NEW BRUNSWICK NJ -299.35""]"
2024-03-22,03/22/24,-45.20,-4520,debit,withdrawals,MOBILE PURCHASE 0322 RITE AID 00407 NEW BRUNSWICKNJ,03/22/24 MOBILE PURCHASE 0322 RITE AID 00407 NEW BRUNSWICKNJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/22/24 MOBILE PURCHASE 0322  RITE AID 00407 NEW BRUNSWICKNJ -45.20""]"
2024-03-22,03/22/24,30.00,3000,credit,deposits,Zelle payment from MOHAMED NASR Conf# hqfizlxm8,03/22/24 Zelle payment from MOHAMED NASR Conf# hqfizlxm8,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/22/24 Zelle payment from MOHAMED NASR Conf# hqfizlxm8 30.00""]"
2024-03-22,03/22/24,520.12,52012,credit,deposits,"RUTGERS UNIVERSI DES:DIR DEP ID:00175494 INDN:NASR,MOUSTAFA CO ID:2226001086 PPD","03/22/24 RUTGERS UNIVERSI DES:DIR DEP ID:00175494 INDN:NASR,MOUSTAFA CO ID:2226001086 PPD","March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/22/24 RUTGERS UNIVERSI DES:DIR DEP    ID:00175494  INDN:NASR,MOUSTAFA           CO"", ""ID:2226001086 PPD520.12""]"
2024-03-25,03/25/24,-11.20,-1120,debit,withdrawals,"MOBILE PURCHASE 0324 Smashville Hot Chicken New BrunswickNJ continued on the next page MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! March 19, 2024 to April 17, 2024","03/25/24 MOBILE PURCHASE 0324 Smashville Hot Chicken New BrunswickNJ continued on the next page MOUSTAFA MOHAMED NASR ! Account # 3810 6904 2061 ! March 19, 2024 to April 17, 2024","March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/25/24 MOBILE PURCHASE 0324  Smashville Hot Chicken New BrunswickNJ -11.20"", ""continued on the next page"", ""MOUSTAFA MOHAMED NASR   !   Account # 3810 6904 2061   !   March 19, 2024 to April 17, 2024""]"
2024-03-25,03/25/24,-10.00,-1000,debit,withdrawals,PURCHASE 0323 CG LAUNDRY RUTGERS COLL 804-7846100 NJ,03/25/24 PURCHASE 0323 CG LAUNDRY RUTGERS COLL 804-7846100 NJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/25/24 PURCHASE   0323 CG LAUNDRY RUTGERS COLL 804-7846100  NJ -10.00""]"
2024-03-25,03/25/24,-10.00,-1000,debit,withdrawals,PURCHASE 0323 CG LAUNDRY RUTGERS COLL 804-7846100 NJ,03/25/24 PURCHASE 0323 CG LAUNDRY RUTGERS COLL 804-7846100 NJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/25/24 PURCHASE   0323 CG LAUNDRY RUTGERS COLL 804-7846100  NJ -10.00""]"
2024-03-26,03/26/24,-6.38,-638,debit,withdrawals,PURCHASE 0325 SPOTIFY 877-778-1161 NY,03/26/24 PURCHASE 0325 SPOTIFY 877-778-1161 NY,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/26/24 PURCHASE   0325 SPOTIFY 877-778-1161 NY -6.38""]"
2024-03-26,03/26/24,-3.49,-349,debit,withdrawals,MOBILE PURCHASE 0325 DUNKIN #310478 Q35 PISCATAWAY NJ,03/26/24 MOBILE PURCHASE 0325 DUNKIN #310478 Q35 PISCATAWAY NJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/26/24 MOBILE PURCHASE 0325  DUNKIN #310478 Q35 PISCATAWAY   NJ -3.49""]"
2024-03-27,03/27/24,-22.13,-2213,debit,withdrawals,MOBILE PURCHASE 0326 TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ,03/27/24 MOBILE PURCHASE 0326 TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/27/24 MOBILE PURCHASE 0326  TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ -22.13""]"
2024-03-27,03/27/24,25.00,2500,credit,deposits,Online Banking transfer from CHK 3765 Confirmation# 7655479876,03/27/24 Online Banking transfer from CHK 3765 Confirmation# 7655479876,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/27/24 Online Banking transfer from CHK 3765 Confirmation# 7655479876 25.00""]"
2024-03-28,03/28/24,-64.44,-6444,debit,withdrawals,PURCHASE 0326 PAYPAL *PAND9GSA 4029357733,03/28/24 PURCHASE 0326 PAYPAL *PAND9GSA 4029357733,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/28/24 PURCHASE   0326 PAYPAL *PAND9GSA 4029357733 -64.44""]"
2024-03-28,03/28/24,-25.00,-2500,debit,other_subtractions,VENMO DES:PAYMENT ID:1033386466122 INDN:MOUSTAFA NASR CO ID:3264681992 WEB,03/28/24 VENMO DES:PAYMENT ID:1033386466122 INDN:MOUSTAFA NASR CO ID:3264681992 WEB,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/28/24 VENMO            DES:PAYMENT    ID:1033386466122  INDN:MOUSTAFA NASR           CO"", ""ID:3264681992 WEB-25.00""]"
2024-03-29,03/29/24,-8.00,-800,debit,withdrawals,PMNT SENT 0328 APPLE CASH SENT MONEY 1INFINITELOOPCA,03/29/24 PMNT SENT 0328 APPLE CASH SENT MONEY 1INFINITELOOPCA,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""03/29/24 PMNT SENT  0328 APPLE CASH SENT MONEY 1INFINITELOOPCA -8.00""]"
2024-04-01,04/01/24,-53.30,-5330,debit,withdrawals,CHECKCARD 0331 AMAZON.COM*RA3R61VF1 SEATTLE WA 24431064091083350273992,04/01/24 CHECKCARD 0331 AMAZON.COM*RA3R61VF1 SEATTLE WA 24431064091083350273992,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""04/01/24 CHECKCARD  0331 AMAZON.COM*RA3R61VF1 SEATTLE      WA 24431064091083350273992 -53.30""]"
2024-04-01,04/01/24,-13.81,-1381,debit,withdrawals,MOBILE PURCHASE 0330 TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ,04/01/24 MOBILE PURCHASE 0330 TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""04/01/24 MOBILE PURCHASE 0330  TST* EL JEFES TAQUERIA NEW BRUNSWICKNJ -13.81""]"
2024-04-01,04/01/24,-10.00,-1000,debit,withdrawals,PMNT SENT 0331 APPLE CASH SENT MONEY 1INFINITELOOPCA,04/01/24 PMNT SENT 0331 APPLE CASH SENT MONEY 1INFINITELOOPCA,"March 19, 2024","April 17, 2024",2061,eStmt_2024-04-17.pdf,"[""04/01/24 PMNT SENT  0331 APPLE CASH SENT MONEY 1INFINITELOOPCA -10.00""]"
