posted_date,raw_date,amount,amount_minor,direction,section,description,description_raw,statement_start,statement_end,account_last4,source_file,raw_lines_json
2024-06-01,06/01/24,2800.00,280000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,06/01/24 SYNTHETIC PAYROLL ACME LABS,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/01/24 SYNTHETIC PAYROLL ACME LABS 2800.00""]"
2024-06-02,06/02/24,120.00,12000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,06/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 120.00""]"
2024-06-03,06/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,06/03/24 SYNTHETIC RENT RESIDENCE,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-06-05,06/05/24,-128.00,-12800,debit,withdrawals,EXAMPLE UTILITIES SERVICE,06/05/24 EXAMPLE UTILITIES SERVICE,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/05/24 EXAMPLE UTILITIES SERVICE -128.00""]"
2024-06-06,06/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,06/06/24 DEMO INTERNET SERVICE,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-06-07,06/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,06/07/24 TEST MOBILE PLAN,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/07/24 TEST MOBILE PLAN -55.00""]"
2024-06-08,06/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,06/08/24 DEMO STREAMING MEMBERSHIP,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-06-10,06/10/24,-88.25,-8825,debit,withdrawals,TEST GROCERY MART,06/10/24 TEST GROCERY MART,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/10/24 TEST GROCERY MART -88.25""]"
2024-06-14,06/14/24,-93.45,-9345,debit,withdrawals,TEST GROCERY MART,06/14/24 TEST GROCERY MART,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/14/24 TEST GROCERY MART -93.45""]"
2024-06-21,06/21/24,-80.65,-8065,debit,withdrawals,TEST GROCERY MART,06/21/24 TEST GROCERY MART,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/21/24 TEST GROCERY MART -80.65""]"
2024-06-27,06/27/24,-104.85,-10485,debit,withdrawals,TEST GROCERY MART,06/27/24 TEST GROCERY MART,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/27/24 TEST GROCERY MART -104.85""]"
2024-06-04,06/04/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,06/04/24 DEMO TRANSIT PASS,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/04/24 DEMO TRANSIT PASS -32.50""]"
2024-06-11,06/11/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,06/11/24 DEMO TRANSIT PASS,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/11/24 DEMO TRANSIT PASS -32.50""]"
2024-06-18,06/18/24,-36.50,-3650,debit,withdrawals,DEMO TRANSIT PASS,06/18/24 DEMO TRANSIT PASS,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/18/24 DEMO TRANSIT PASS -36.50""]"
2024-06-25,06/25/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,06/25/24 DEMO TRANSIT PASS,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/25/24 DEMO TRANSIT PASS -32.50""]"
2024-06-12,06/12/24,-25.00,-2500,debit,withdrawals,FIXTURE CAFE COLLECTIVE,06/12/24 FIXTURE CAFE COLLECTIVE,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/12/24 FIXTURE CAFE COLLECTIVE -25.00""]"
2024-06-24,06/24/24,-31.50,-3150,debit,withdrawals,FIXTURE CAFE COLLECTIVE,06/24/24 FIXTURE CAFE COLLECTIVE,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/24/24 FIXTURE CAFE COLLECTIVE -31.50""]"
2024-06-16,06/16/24,-18.25,-1825,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,06/16/24 EXAMPLE BOOKS AND SUPPLIES,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/16/24 EXAMPLE BOOKS AND SUPPLIES -18.25""]"
2024-06-19,06/19/24,-61.00,-6100,debit,withdrawals,SYNTHETIC HOME GOODS,06/19/24 SYNTHETIC HOME GOODS,"June 1, 2024","June 30, 2024",0000,synthetic_stmt_2024_06.csv,"[""06/19/24 SYNTHETIC HOME GOODS -61.00""]"
2024-07-01,07/01/24,1650.00,165000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,07/01/24 SYNTHETIC PAYROLL ACME LABS,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/01/24 SYNTHETIC PAYROLL ACME LABS 1650.00""]"
2024-07-02,07/02/24,80.00,8000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,07/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 80.00""]"
2024-07-03,07/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,07/03/24 SYNTHETIC RENT RESIDENCE,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-07-05,07/05/24,-132.00,-13200,debit,withdrawals,EXAMPLE UTILITIES SERVICE,07/05/24 EXAMPLE UTILITIES SERVICE,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/05/24 EXAMPLE UTILITIES SERVICE -132.00""]"
2024-07-06,07/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,07/06/24 DEMO INTERNET SERVICE,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-07-07,07/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,07/07/24 TEST MOBILE PLAN,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/07/24 TEST MOBILE PLAN -55.00""]"
2024-07-08,07/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,07/08/24 DEMO STREAMING MEMBERSHIP,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-07-10,07/10/24,-88.70,-8870,debit,withdrawals,TEST GROCERY MART,07/10/24 TEST GROCERY MART,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/10/24 TEST GROCERY MART -88.70""]"
2024-07-14,07/14/24,-93.90,-9390,debit,withdrawals,TEST GROCERY MART,07/14/24 TEST GROCERY MART,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/14/24 TEST GROCERY MART -93.90""]"
2024-07-21,07/21/24,-81.10,-8110,debit,withdrawals,TEST GROCERY MART,07/21/24 TEST GROCERY MART,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/21/24 TEST GROCERY MART -81.10""]"
2024-07-27,07/27/24,-105.30,-10530,debit,withdrawals,TEST GROCERY MART,07/27/24 TEST GROCERY MART,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/27/24 TEST GROCERY MART -105.30""]"
2024-07-04,07/04/24,-32.00,-3200,debit,withdrawals,DEMO TRANSIT PASS,07/04/24 DEMO TRANSIT PASS,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/04/24 DEMO TRANSIT PASS -32.00""]"
2024-07-11,07/11/24,-32.00,-3200,debit,withdrawals,DEMO TRANSIT PASS,07/11/24 DEMO TRANSIT PASS,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/11/24 DEMO TRANSIT PASS -32.00""]"
2024-07-18,07/18/24,-36.00,-3600,debit,withdrawals,DEMO TRANSIT PASS,07/18/24 DEMO TRANSIT PASS,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/18/24 DEMO TRANSIT PASS -36.00""]"
2024-07-25,07/25/24,-32.00,-3200,debit,withdrawals,DEMO TRANSIT PASS,07/25/24 DEMO TRANSIT PASS,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/25/24 DEMO TRANSIT PASS -32.00""]"
2024-07-12,07/12/24,-25.10,-2510,debit,withdrawals,FIXTURE CAFE COLLECTIVE,07/12/24 FIXTURE CAFE COLLECTIVE,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/12/24 FIXTURE CAFE COLLECTIVE -25.10""]"
2024-07-24,07/24/24,-31.60,-3160,debit,withdrawals,FIXTURE CAFE COLLECTIVE,07/24/24 FIXTURE CAFE COLLECTIVE,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/24/24 FIXTURE CAFE COLLECTIVE -31.60""]"
2024-07-16,07/16/24,-18.30,-1830,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,07/16/24 EXAMPLE BOOKS AND SUPPLIES,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/16/24 EXAMPLE BOOKS AND SUPPLIES -18.30""]"
2024-07-19,07/19/24,-42.00,-4200,debit,withdrawals,SYNTHETIC HOME GOODS,07/19/24 SYNTHETIC HOME GOODS,"July 1, 2024","July 31, 2024",0000,synthetic_stmt_2024_07.csv,"[""07/19/24 SYNTHETIC HOME GOODS -42.00""]"
2024-08-01,08/01/24,1650.00,165000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,08/01/24 SYNTHETIC PAYROLL ACME LABS,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/01/24 SYNTHETIC PAYROLL ACME LABS 1650.00""]"
2024-08-02,08/02/24,80.00,8000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,08/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 80.00""]"
2024-08-03,08/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,08/03/24 SYNTHETIC RENT RESIDENCE,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-08-05,08/05/24,-132.00,-13200,debit,withdrawals,EXAMPLE UTILITIES SERVICE,08/05/24 EXAMPLE UTILITIES SERVICE,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/05/24 EXAMPLE UTILITIES SERVICE -132.00""]"
2024-08-06,08/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,08/06/24 DEMO INTERNET SERVICE,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-08-07,08/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,08/07/24 TEST MOBILE PLAN,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/07/24 TEST MOBILE PLAN -55.00""]"
2024-08-08,08/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,08/08/24 DEMO STREAMING MEMBERSHIP,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-08-10,08/10/24,-89.15,-8915,debit,withdrawals,TEST GROCERY MART,08/10/24 TEST GROCERY MART,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/10/24 TEST GROCERY MART -89.15""]"
2024-08-14,08/14/24,-94.35,-9435,debit,withdrawals,TEST GROCERY MART,08/14/24 TEST GROCERY MART,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/14/24 TEST GROCERY MART -94.35""]"
2024-08-21,08/21/24,-81.55,-8155,debit,withdrawals,TEST GROCERY MART,08/21/24 TEST GROCERY MART,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/21/24 TEST GROCERY MART -81.55""]"
2024-08-27,08/27/24,-105.75,-10575,debit,withdrawals,TEST GROCERY MART,08/27/24 TEST GROCERY MART,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/27/24 TEST GROCERY MART -105.75""]"
2024-08-04,08/04/24,-32.25,-3225,debit,withdrawals,DEMO TRANSIT PASS,08/04/24 DEMO TRANSIT PASS,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/04/24 DEMO TRANSIT PASS -32.25""]"
2024-08-11,08/11/24,-32.25,-3225,debit,withdrawals,DEMO TRANSIT PASS,08/11/24 DEMO TRANSIT PASS,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/11/24 DEMO TRANSIT PASS -32.25""]"
2024-08-18,08/18/24,-36.25,-3625,debit,withdrawals,DEMO TRANSIT PASS,08/18/24 DEMO TRANSIT PASS,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/18/24 DEMO TRANSIT PASS -36.25""]"
2024-08-25,08/25/24,-32.25,-3225,debit,withdrawals,DEMO TRANSIT PASS,08/25/24 DEMO TRANSIT PASS,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/25/24 DEMO TRANSIT PASS -32.25""]"
2024-08-12,08/12/24,-25.20,-2520,debit,withdrawals,FIXTURE CAFE COLLECTIVE,08/12/24 FIXTURE CAFE COLLECTIVE,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/12/24 FIXTURE CAFE COLLECTIVE -25.20""]"
2024-08-24,08/24/24,-31.70,-3170,debit,withdrawals,FIXTURE CAFE COLLECTIVE,08/24/24 FIXTURE CAFE COLLECTIVE,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/24/24 FIXTURE CAFE COLLECTIVE -31.70""]"
2024-08-16,08/16/24,-18.35,-1835,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,08/16/24 EXAMPLE BOOKS AND SUPPLIES,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/16/24 EXAMPLE BOOKS AND SUPPLIES -18.35""]"
2024-08-19,08/19/24,-61.00,-6100,debit,withdrawals,SYNTHETIC HOME GOODS,08/19/24 SYNTHETIC HOME GOODS,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/19/24 SYNTHETIC HOME GOODS -61.00""]"
2024-08-28,08/28/24,26.00,2600,credit,deposits,SYNTHETIC REFUND TEST GROCERY MART,08/28/24 SYNTHETIC REFUND TEST GROCERY MART,"August 1, 2024","August 31, 2024",0000,synthetic_stmt_2024_08.csv,"[""08/28/24 SYNTHETIC REFUND TEST GROCERY MART 26.00""]"
2024-09-01,09/01/24,1650.00,165000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,09/01/24 SYNTHETIC PAYROLL ACME LABS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/01/24 SYNTHETIC PAYROLL ACME LABS 1650.00""]"
2024-09-02,09/02/24,80.00,8000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,09/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 80.00""]"
2024-09-03,09/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,09/03/24 SYNTHETIC RENT RESIDENCE,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-09-05,09/05/24,-132.00,-13200,debit,withdrawals,EXAMPLE UTILITIES SERVICE,09/05/24 EXAMPLE UTILITIES SERVICE,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/05/24 EXAMPLE UTILITIES SERVICE -132.00""]"
2024-09-06,09/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,09/06/24 DEMO INTERNET SERVICE,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-09-07,09/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,09/07/24 TEST MOBILE PLAN,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/07/24 TEST MOBILE PLAN -55.00""]"
2024-09-08,09/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,09/08/24 DEMO STREAMING MEMBERSHIP,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-09-10,09/10/24,-89.60,-8960,debit,withdrawals,TEST GROCERY MART,09/10/24 TEST GROCERY MART,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/10/24 TEST GROCERY MART -89.60""]"
2024-09-14,09/14/24,-94.80,-9480,debit,withdrawals,TEST GROCERY MART,09/14/24 TEST GROCERY MART,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/14/24 TEST GROCERY MART -94.80""]"
2024-09-21,09/21/24,-82.00,-8200,debit,withdrawals,TEST GROCERY MART,09/21/24 TEST GROCERY MART,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/21/24 TEST GROCERY MART -82.00""]"
2024-09-27,09/27/24,-106.20,-10620,debit,withdrawals,TEST GROCERY MART,09/27/24 TEST GROCERY MART,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/27/24 TEST GROCERY MART -106.20""]"
2024-09-04,09/04/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,09/04/24 DEMO TRANSIT PASS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/04/24 DEMO TRANSIT PASS -32.50""]"
2024-09-11,09/11/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,09/11/24 DEMO TRANSIT PASS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/11/24 DEMO TRANSIT PASS -32.50""]"
2024-09-18,09/18/24,-36.50,-3650,debit,withdrawals,DEMO TRANSIT PASS,09/18/24 DEMO TRANSIT PASS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/18/24 DEMO TRANSIT PASS -36.50""]"
2024-09-25,09/25/24,-32.50,-3250,debit,withdrawals,DEMO TRANSIT PASS,09/25/24 DEMO TRANSIT PASS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/25/24 DEMO TRANSIT PASS -32.50""]"
2024-09-12,09/12/24,-25.30,-2530,debit,withdrawals,FIXTURE CAFE COLLECTIVE,09/12/24 FIXTURE CAFE COLLECTIVE,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/12/24 FIXTURE CAFE COLLECTIVE -25.30""]"
2024-09-24,09/24/24,-31.80,-3180,debit,withdrawals,FIXTURE CAFE COLLECTIVE,09/24/24 FIXTURE CAFE COLLECTIVE,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/24/24 FIXTURE CAFE COLLECTIVE -31.80""]"
2024-09-16,09/16/24,-18.40,-1840,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,09/16/24 EXAMPLE BOOKS AND SUPPLIES,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/16/24 EXAMPLE BOOKS AND SUPPLIES -18.40""]"
2024-09-19,09/19/24,-42.00,-4200,debit,withdrawals,SYNTHETIC HOME GOODS,09/19/24 SYNTHETIC HOME GOODS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/19/24 SYNTHETIC HOME GOODS -42.00""]"
2024-09-20,09/20/24,220.00,22000,credit,deposits,SYNTHETIC TRANSFER FROM SAVINGS,09/20/24 SYNTHETIC TRANSFER FROM SAVINGS,"September 1, 2024","September 30, 2024",0000,synthetic_stmt_2024_09.csv,"[""09/20/24 SYNTHETIC TRANSFER FROM SAVINGS 220.00""]"
2024-10-01,10/01/24,1650.00,165000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,10/01/24 SYNTHETIC PAYROLL ACME LABS,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/01/24 SYNTHETIC PAYROLL ACME LABS 1650.00""]"
2024-10-02,10/02/24,80.00,8000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,10/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 80.00""]"
2024-10-03,10/03/24,-920.00,-92000,debit,withdrawals,SYNTHETIC RENT RESIDENCE,10/03/24 SYNTHETIC RENT RESIDENCE,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/03/24 SYNTHETIC RENT RESIDENCE -920.00""]"
2024-10-05,10/05/24,-132.00,-13200,debit,withdrawals,EXAMPLE UTILITIES SERVICE,10/05/24 EXAMPLE UTILITIES SERVICE,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/05/24 EXAMPLE UTILITIES SERVICE -132.00""]"
2024-10-06,10/06/24,-65.00,-6500,debit,withdrawals,DEMO INTERNET SERVICE,10/06/24 DEMO INTERNET SERVICE,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/06/24 DEMO INTERNET SERVICE -65.00""]"
2024-10-07,10/07/24,-55.00,-5500,debit,withdrawals,TEST MOBILE PLAN,10/07/24 TEST MOBILE PLAN,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/07/24 TEST MOBILE PLAN -55.00""]"
2024-10-08,10/08/24,-15.99,-1599,debit,withdrawals,DEMO STREAMING MEMBERSHIP,10/08/24 DEMO STREAMING MEMBERSHIP,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/08/24 DEMO STREAMING MEMBERSHIP -15.99""]"
2024-10-10,10/10/24,-90.05,-9005,debit,withdrawals,TEST GROCERY MART,10/10/24 TEST GROCERY MART,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/10/24 TEST GROCERY MART -90.05""]"
2024-10-14,10/14/24,-95.25,-9525,debit,withdrawals,TEST GROCERY MART,10/14/24 TEST GROCERY MART,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/14/24 TEST GROCERY MART -95.25""]"
2024-10-21,10/21/24,-82.45,-8245,debit,withdrawals,TEST GROCERY MART,10/21/24 TEST GROCERY MART,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/21/24 TEST GROCERY MART -82.45""]"
2024-10-27,10/27/24,-106.65,-10665,debit,withdrawals,TEST GROCERY MART,10/27/24 TEST GROCERY MART,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/27/24 TEST GROCERY MART -106.65""]"
2024-10-04,10/04/24,-32.00,-3200,debit,withdrawals,DEMO TRANSIT PASS,10/04/24 DEMO TRANSIT PASS,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/04/24 DEMO TRANSIT PASS -32.00""]"
2024-10-11,10/11/24,-32.00,-3200,debit,withdrawals,DEMO TRANSIT PASS,10/11/24 DEMO TRANSIT PASS,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/11/24 DEMO TRANSIT PASS -32.00""]"
2024-10-18,10/18/24,-36.00,-3600,debit,withdrawals,DEMO TRANSIT PASS,10/18/24 DEMO TRANSIT PASS,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/18/24 DEMO TRANSIT PASS -36.00""]"
2024-10-25,10/25/24,-32.00,-3200,debit,withdrawals,DEMO TRANSIT PASS,10/25/24 DEMO TRANSIT PASS,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/25/24 DEMO TRANSIT PASS -32.00""]"
2024-10-12,10/12/24,-25.40,-2540,debit,withdrawals,FIXTURE CAFE COLLECTIVE,10/12/24 FIXTURE CAFE COLLECTIVE,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/12/24 FIXTURE CAFE COLLECTIVE -25.40""]"
2024-10-24,10/24/24,-31.90,-3190,debit,withdrawals,FIXTURE CAFE COLLECTIVE,10/24/24 FIXTURE CAFE COLLECTIVE,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/24/24 FIXTURE CAFE COLLECTIVE -31.90""]"
2024-10-16,10/16/24,-18.45,-1845,debit,withdrawals,EXAMPLE BOOKS AND SUPPLIES,10/16/24 EXAMPLE BOOKS AND SUPPLIES,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/16/24 EXAMPLE BOOKS AND SUPPLIES -18.45""]"
2024-10-19,10/19/24,-61.00,-6100,debit,withdrawals,SYNTHETIC HOME GOODS,10/19/24 SYNTHETIC HOME GOODS,"October 1, 2024","October 31, 2024",0000,synthetic_stmt_2024_10.csv,"[""10/19/24 SYNTHETIC HOME GOODS -61.00""]"
2024-11-01,11/01/24,1650.00,165000,credit,deposits,SYNTHETIC PAYROLL ACME LABS,11/01/24 SYNTHETIC PAYROLL ACME LABS,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/01/24 SYNTHETIC PAYROLL ACME LABS 1650.00""]"
2024-11-02,11/02/24,80.00,8000,credit,deposits,SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,11/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT,"November 1, 2024","November 30, 2024",0000,synthetic_stmt_2024_11.csv,"[""11/02/24 SYNTHETIC ALLOWANCE HOUSEHOLD SUPPORT 80.00""]"
